Título,URL,Término,Definición,URL_Imagen
Wikiloc | Ruta Maras - moray - maras - salinas - urubamba,https://es.wikiloc.com/rutas-senderismo/maras-moray-maras-salinas-urubamba-5234201,Distancia,"19,2 km"
Wikiloc | Ruta Camino Salkantay,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-25094701,Tipo de ruta,Solo ida
Wikiloc | Ruta Camino Salkantay,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-25094701,Tiempo en movimiento,15 horas 10 minutos
Wikiloc | Ruta Camino Salkantay,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-25094701,Tiempo,2 días 8 horas 29 minutos
Wikiloc | Ruta Camino Salkantay,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-25094701,Coordenadas,10358
Wikiloc | Ruta Camino Salkantay,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-25094701,Fecha de subida,21 de mayo de 2018
Wikiloc | Ruta Camino Salkantay,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-25094701,Fecha de realización,mayo 2018
Wikiloc | Ruta Camino Salkantay,https://es.wikiloc.com/rutas-senderismo/camino-salkantay-25094701,URL_Imagen,https://s0.wklcdn.com/image_96/2900005/25094706/16016031.700x525.jpg
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,Distancia,"6,74 km"
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,Desnivel positivo,569 m
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,Dificultad técnica,Moderado
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,Desnivel negativo,504 m
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,Altitud máxima,4.302 m
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,TrailRank ,81 5
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,Altitud mínima,3.811 m
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,Tipo de ruta,Solo ida
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,Tiempo en movimiento,2 horas 35 minutos
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,Tiempo,4 horas 12 minutos
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,Coordenadas,1244
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,Fecha de subida,5 de julio de 2023
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,Fecha de realización,julio 2023
Wikiloc | Ruta Humantaycocha (Laguna Humantay). Soraypampa. Perú.,https://es.wikiloc.com/rutas-senderismo/humantaycocha-laguna-humantay-soraypampa-peru-139709415,URL_Imagen,https://s0.wklcdn.com/image_21/641448/139709415/93046971.400x300.jpg
Wikiloc | Ruta Camino Inca Día 1,https://es.wikiloc.com/rutas-senderismo/camino-inca-dia-1-26390154,Distancia,"10,15 km"
Wikiloc | Ruta Camino Inca Día 1,https://es.wikiloc.com/rutas-senderismo/camino-inca-dia-1-26390154,Desnivel positivo,593 m
Wikiloc | Ruta Camino Inca Día 1,https://es.wikiloc.com/rutas-senderismo/camino-inca-dia-1-26390154,Dificultad técnica,Moderado
Wikiloc | Ruta Camino Inca Día 1,https://es.wikiloc.com/rutas-senderismo/camino-inca-dia-1-26390154,Desnivel negativo,303 m
Wikiloc | Ruta Camino Inca Día 1,https://es.wikiloc.com/rutas-senderismo/camino-inca-dia-1-26390154,Altitud máxima,2.951 m
Wikiloc | Ruta Camino Inca Día 1,https://es.wikiloc.com/rutas-senderismo/camino-inca-dia-1-26390154,TrailRank ,56
Wikiloc | Ruta Camino Inca Día 1,https://es.wikiloc.com/rutas-senderismo/camino-inca-dia-1-26390154,Altitud mínima,2.605 m
Wikiloc | Ruta Camino Inca Día 1,https://es.wikiloc.com/rutas-senderismo/camino-inca-dia-1-26390154,Tipo de ruta,Solo ida
Wikiloc | Ruta Camino Inca Día 1,https://es.wikiloc.com/rutas-senderismo/camino-inca-dia-1-26390154,Coordenadas,744
Wikiloc | Ruta Camino Inca Día 1,https://es.wikiloc.com/rutas-senderismo/camino-inca-dia-1-26390154,Fecha de subida,7 de julio de 2018
Wikiloc | Ruta Camino Inca Día 1,https://es.wikiloc.com/rutas-senderismo/camino-inca-dia-1-26390154,URL_Imagen,https://s0.wklcdn.com/image_13/398301/26390155/16853823.400x300.jpg
"Wikiloc | Ruta CAMINO INCA, 3ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-3a-jornada-13520277,Distancia,"15,35 km"
"Wikiloc | Ruta CAMINO INCA, 3ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-3a-jornada-13520277,Desnivel positivo,3.631 m
"Wikiloc | Ruta CAMINO INCA, 3ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-3a-jornada-13520277,Dificultad técnica,Moderado
"Wikiloc | Ruta CAMINO INCA, 3ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-3a-jornada-13520277,Desnivel negativo,4.204 m
"Wikiloc | Ruta CAMINO INCA, 3ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-3a-jornada-13520277,Altitud máxima,3.976 m
"Wikiloc | Ruta CAMINO INCA, 3ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-3a-jornada-13520277,TrailRank ,36
"Wikiloc | Ruta CAMINO INCA, 3ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-3a-jornada-13520277,Altitud mínima,2.620 m
"Wikiloc | Ruta CAMINO INCA, 3ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-3a-jornada-13520277,Tipo de ruta,Solo ida
"Wikiloc | Ruta CAMINO INCA, 3ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-3a-jornada-13520277,Coordenadas,1189
"Wikiloc | Ruta CAMINO INCA, 3ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-3a-jornada-13520277,Fecha de subida,31 de mayo de 2016
"Wikiloc | Ruta CAMINO INCA, 3ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-3a-jornada-13520277,Fecha de realización,mayo 2016
"Wikiloc | Ruta CAMINO INCA, 3ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-3a-jornada-13520277,URL_Imagen,https://s0.wklcdn.com/image_4/138462/13520277/8360667.400x300.jpg
Wikiloc | Ruta Soraypampa - Abra Salkantay - Collpapampa,https://es.wikiloc.com/rutas-senderismo/soraypampa-abra-salkantay-collpapampa-41694391,Distancia,"22,65 km"
Wikiloc | Ruta Soraypampa - Abra Salkantay - Collpapampa,https://es.wikiloc.com/rutas-senderismo/soraypampa-abra-salkantay-collpapampa-41694391,Desnivel positivo,1.056 m
Wikiloc | Ruta Soraypampa - Abra Salkantay - Collpapampa,https://es.wikiloc.com/rutas-senderismo/soraypampa-abra-salkantay-collpapampa-41694391,Dificultad técnica,Moderado
Wikiloc | Ruta Soraypampa - Abra Salkantay - Collpapampa,https://es.wikiloc.com/rutas-senderismo/soraypampa-abra-salkantay-collpapampa-41694391,Desnivel negativo,2.055 m
Wikiloc | Ruta Soraypampa - Abra Salkantay - Collpapampa,https://es.wikiloc.com/rutas-senderismo/soraypampa-abra-salkantay-collpapampa-41694391,Altitud máxima,4.634 m
Wikiloc | Ruta Soraypampa - Abra Salkantay - Collpapampa,https://es.wikiloc.com/rutas-senderismo/soraypampa-abra-salkantay-collpapampa-41694391,TrailRank ,47
Wikiloc | Ruta Soraypampa - Abra Salkantay - Collpapampa,https://es.wikiloc.com/rutas-senderismo/soraypampa-abra-salkantay-collpapampa-41694391,Altitud mínima,2.850 m
Wikiloc | Ruta Soraypampa - Abra Salkantay - Collpapampa,https://es.wikiloc.com/rutas-senderismo/soraypampa-abra-salkantay-collpapampa-41694391,Tipo de ruta,Solo ida
Wikiloc | Ruta Soraypampa - Abra Salkantay - Collpapampa,https://es.wikiloc.com/rutas-senderismo/soraypampa-abra-salkantay-collpapampa-41694391,Tiempo,8 horas 19 minutos
Wikiloc | Ruta Soraypampa - Abra Salkantay - Collpapampa,https://es.wikiloc.com/rutas-senderismo/soraypampa-abra-salkantay-collpapampa-41694391,Coordenadas,2783
Wikiloc | Ruta Soraypampa - Abra Salkantay - Collpapampa,https://es.wikiloc.com/rutas-senderismo/soraypampa-abra-salkantay-collpapampa-41694391,Fecha de subida,25 de septiembre de 2019
Wikiloc | Ruta Soraypampa - Abra Salkantay - Collpapampa,https://es.wikiloc.com/rutas-senderismo/soraypampa-abra-salkantay-collpapampa-41694391,Fecha de realización,septiembre 2019
Wikiloc | Ruta Soraypampa - Abra Salkantay - Collpapampa,https://es.wikiloc.com/rutas-senderismo/soraypampa-abra-salkantay-collpapampa-41694391,URL_Imagen,https://s0.wklcdn.com/image_33/1014171/41694391/27130809.400x300.jpg
Wikiloc | Ruta Cerro colorado - Vinicunca (5.020m),https://es.wikiloc.com/rutas-senderismo/cerro-colorado-vinicunca-5-020m-14169839,Distancia,"16,13 km"
Wikiloc | Ruta Cerro colorado - Vinicunca (5.020m),https://es.wikiloc.com/rutas-senderismo/cerro-colorado-vinicunca-5-020m-14169839,Desnivel positivo,829 m
Wikiloc | Ruta Cerro colorado - Vinicunca (5.020m),https://es.wikiloc.com/rutas-senderismo/cerro-colorado-vinicunca-5-020m-14169839,Dificultad técnica,Fácil
Wikiloc | Ruta Cerro colorado - Vinicunca (5.020m),https://es.wikiloc.com/rutas-senderismo/cerro-colorado-vinicunca-5-020m-14169839,Desnivel negativo,829 m
Wikiloc | Ruta Cerro colorado - Vinicunca (5.020m),https://es.wikiloc.com/rutas-senderismo/cerro-colorado-vinicunca-5-020m-14169839,Altitud máxima,5.038 m
Wikiloc | Ruta Cerro colorado - Vinicunca (5.020m),https://es.wikiloc.com/rutas-senderismo/cerro-colorado-vinicunca-5-020m-14169839,TrailRank ,"44 3,7"
Wikiloc | Ruta Cerro colorado - Vinicunca (5.020m),https://es.wikiloc.com/rutas-senderismo/cerro-colorado-vinicunca-5-020m-14169839,Altitud mínima,4.306 m
Wikiloc | Ruta Cerro colorado - Vinicunca (5.020m),https://es.wikiloc.com/rutas-senderismo/cerro-colorado-vinicunca-5-020m-14169839,Tipo de ruta,Circular
Wikiloc | Ruta Cerro colorado - Vinicunca (5.020m),https://es.wikiloc.com/rutas-senderismo/cerro-colorado-vinicunca-5-020m-14169839,Tiempo,5 horas 22 minutos
Wikiloc | Ruta Cerro colorado - Vinicunca (5.020m),https://es.wikiloc.com/rutas-senderismo/cerro-colorado-vinicunca-5-020m-14169839,Coordenadas,2750
Wikiloc | Ruta Cerro colorado - Vinicunca (5.020m),https://es.wikiloc.com/rutas-senderismo/cerro-colorado-vinicunca-5-020m-14169839,Fecha de subida,30 de julio de 2016
Wikiloc | Ruta Cerro colorado - Vinicunca (5.020m),https://es.wikiloc.com/rutas-senderismo/cerro-colorado-vinicunca-5-020m-14169839,Fecha de realización,julio 2016
Wikiloc | Ruta Cerro colorado - Vinicunca (5.020m),https://es.wikiloc.com/rutas-senderismo/cerro-colorado-vinicunca-5-020m-14169839,URL_Imagen,https://s0.wklcdn.com/image_46/1389238/14169839/8906505.400x300.jpg
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,Distancia,"118,25 km"
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,Desnivel positivo,2.316 m
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,Dificultad técnica,Difícil
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,Desnivel negativo,2.812 m
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,Altitud máxima,5.032 m
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,TrailRank ,39
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,Altitud mínima,3.113 m
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,Tipo de ruta,Solo ida
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,Tiempo en movimiento,4 horas 35 minutos
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,Tiempo,8 horas 11 minutos
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,Coordenadas,10679
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,Fecha de subida,8 de octubre de 2018
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,Fecha de realización,octubre 2018
Wikiloc | Ruta Montaña 7 colores,https://es.wikiloc.com/rutas-senderismo/montana-7-colores-29421451,URL_Imagen,https://s0.wklcdn.com/image_134/4048195/29421458/18797382.700x525.jpg
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,Distancia,"22,59 km"
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,Desnivel positivo,819 m
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,Dificultad técnica,Difícil
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,Desnivel negativo,1.795 m
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,Altitud máxima,4.629 m
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,TrailRank ,36
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,Altitud mínima,2.867 m
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,Tipo de ruta,Solo ida
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,Tiempo en movimiento,7 horas 6 minutos
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,Tiempo,10 horas 8 minutos
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,Coordenadas,3909
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,Fecha de subida,3 de diciembre de 2023
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,Fecha de realización,diciembre 2023
Wikiloc | Ruta Dia 2. SALKANTAY TREK. Soraypampa-collcapampa,https://es.wikiloc.com/rutas-senderismo/dia-2-salkantay-trek-soraypampa-collcapampa-154730533,URL_Imagen,https://s0.wklcdn.com/image_435/13061418/154730533/97206507.400x300.jpg
Wikiloc | Ruta CUSCO: AUSANGATE TREK 5D/4N,https://es.wikiloc.com/rutas-senderismo/parcours-planifie-le-2021-01-12-110736458,Distancia,"65,56 km"
Wikiloc | Ruta CUSCO: AUSANGATE TREK 5D/4N,https://es.wikiloc.com/rutas-senderismo/parcours-planifie-le-2021-01-12-110736458,Desnivel positivo,2.624 m
Wikiloc | Ruta CUSCO: AUSANGATE TREK 5D/4N,https://es.wikiloc.com/rutas-senderismo/parcours-planifie-le-2021-01-12-110736458,Dificultad técnica,Moderado
Wikiloc | Ruta CUSCO: AUSANGATE TREK 5D/4N,https://es.wikiloc.com/rutas-senderismo/parcours-planifie-le-2021-01-12-110736458,Desnivel negativo,2.624 m
Wikiloc | Ruta CUSCO: AUSANGATE TREK 5D/4N,https://es.wikiloc.com/rutas-senderismo/parcours-planifie-le-2021-01-12-110736458,Altitud máxima,5.100 m
Wikiloc | Ruta CUSCO: AUSANGATE TREK 5D/4N,https://es.wikiloc.com/rutas-senderismo/parcours-planifie-le-2021-01-12-110736458,TrailRank ,53 5
Wikiloc | Ruta CUSCO: AUSANGATE TREK 5D/4N,https://es.wikiloc.com/rutas-senderismo/parcours-planifie-le-2021-01-12-110736458,Altitud mínima,3.769 m
Wikiloc | Ruta CUSCO: AUSANGATE TREK 5D/4N,https://es.wikiloc.com/rutas-senderismo/parcours-planifie-le-2021-01-12-110736458,Tipo de ruta,Circular
Wikiloc | Ruta CUSCO: AUSANGATE TREK 5D/4N,https://es.wikiloc.com/rutas-senderismo/parcours-planifie-le-2021-01-12-110736458,Coordenadas,3294
Wikiloc | Ruta CUSCO: AUSANGATE TREK 5D/4N,https://es.wikiloc.com/rutas-senderismo/parcours-planifie-le-2021-01-12-110736458,Fecha de subida,15 de agosto de 2022
Wikiloc | Ruta CUSCO: AUSANGATE TREK 5D/4N,https://es.wikiloc.com/rutas-senderismo/parcours-planifie-le-2021-01-12-110736458,Fecha de realización,agosto 2022
Wikiloc | Ruta CUSCO: AUSANGATE TREK 5D/4N,https://es.wikiloc.com/rutas-senderismo/parcours-planifie-le-2021-01-12-110736458,URL_Imagen,https://s0.wklcdn.com/image_362/10877688/110736458/77214585.400x300.jpg
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,Distancia,"22,07 km"
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,Desnivel positivo,957 m
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,Dificultad técnica,Moderado
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,Desnivel negativo,2.026 m
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,Altitud máxima,4.629 m
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,TrailRank ,45
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,Altitud mínima,2.826 m
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,Tipo de ruta,Solo ida
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,Tiempo en movimiento,5 horas
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,Tiempo,6 horas 11 minutos
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,Coordenadas,3710
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,Fecha de subida,2 de agosto de 2022
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,Fecha de realización,agosto 2022
Wikiloc | Ruta Salkantay 2/5: Soraypampa-Collapampa,https://es.wikiloc.com/rutas-senderismo/salkantay-2-5-soraypampa-collapampa-109526682,URL_Imagen,https://s0.wklcdn.com/image_96/2895445/109526690/70634112.400x300.jpg
Wikiloc | Ruta Glaciar de Quelccaya,https://es.wikiloc.com/rutas-senderismo/glaciar-de-quelccaya-107384843,Distancia,"9,18 km"
Wikiloc | Ruta Glaciar de Quelccaya,https://es.wikiloc.com/rutas-senderismo/glaciar-de-quelccaya-107384843,Desnivel positivo,500 m
Wikiloc | Ruta Glaciar de Quelccaya,https://es.wikiloc.com/rutas-senderismo/glaciar-de-quelccaya-107384843,Dificultad técnica,Moderado
Wikiloc | Ruta Glaciar de Quelccaya,https://es.wikiloc.com/rutas-senderismo/glaciar-de-quelccaya-107384843,Desnivel negativo,61 m
Wikiloc | Ruta Glaciar de Quelccaya,https://es.wikiloc.com/rutas-senderismo/glaciar-de-quelccaya-107384843,Altitud máxima,5.245 m
Wikiloc | Ruta Glaciar de Quelccaya,https://es.wikiloc.com/rutas-senderismo/glaciar-de-quelccaya-107384843,TrailRank ,35
Wikiloc | Ruta Glaciar de Quelccaya,https://es.wikiloc.com/rutas-senderismo/glaciar-de-quelccaya-107384843,Altitud mínima,4.806 m
Wikiloc | Ruta Glaciar de Quelccaya,https://es.wikiloc.com/rutas-senderismo/glaciar-de-quelccaya-107384843,Tipo de ruta,Solo ida
Wikiloc | Ruta Glaciar de Quelccaya,https://es.wikiloc.com/rutas-senderismo/glaciar-de-quelccaya-107384843,Coordenadas,227
Wikiloc | Ruta Glaciar de Quelccaya,https://es.wikiloc.com/rutas-senderismo/glaciar-de-quelccaya-107384843,Fecha de subida,8 de julio de 2022
Wikiloc | Ruta Glaciar de Quelccaya,https://es.wikiloc.com/rutas-senderismo/glaciar-de-quelccaya-107384843,URL_Imagen,https://s0.wklcdn.com/image_367/11029274/107384843/69431298.400x300.jpg
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,Distancia,"20,95 km"
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,Desnivel positivo,773 m
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,Dificultad técnica,Moderado
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,Desnivel negativo,1.809 m
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,Altitud máxima,4.639 m
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,TrailRank ,85 5
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,Altitud mínima,2.866 m
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,Tipo de ruta,Solo ida
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,Tiempo en movimiento,6 horas 38 minutos
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,Tiempo,8 horas 49 minutos
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,Coordenadas,3797
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,Fecha de subida,6 de julio de 2023
Wikiloc | Ruta Trek Salcantay día 1. De Soraypampa a Chaullay por Abra Salcantay. Perú.,https://es.wikiloc.com/rutas-senderismo/trek-salcantay-dia-1-de-soraypampa-a-chaullay-por-abra-salcantay-peru-139791914,Fecha de realización,julio 2023
